datetime,Rio_Grande_NR_Alameda,Rio_Grande_at_Alameda_Bridge_at_Alameda,Rio Grande Albuquerque,Rio Grande at Isleta Lakes NR Isleta
1/14/2019 2:00,3.09,12.89,3.26,5.04
1/14/2019 2:15,3.09,12.89,3.28,5.04
1/14/2019 2:30,3.08,12.88,3.29,5.04
1/14/2019 2:45,3.08,12.88,3.29,5.04
1/14/2019 3:00,3.08,12.89,3.3,5.04
1/14/2019 3:15,3.07,12.89,3.3,5.04
1/14/2019 3:30,3.07,12.88,3.3,5.04
1/14/2019 3:45,3.07,12.88,3.29,5.04
1/14/2019 4:00,3.07,12.88,3.3,5.04
1/14/2019 4:15,3.06,12.88,3.29,5.04
1/14/2019 4:30,3.06,12.88,3.29,5.04
1/14/2019 4:45,3.06,12.87,3.28,5.05
1/14/2019 5:00,3.06,12.87,3.28,5.05
1/14/2019 5:15,3.06,12.87,3.27,5.05
1/14/2019 5:30,3.06,12.87,3.26,5.05
1/14/2019 5:45,3.06,12.86,3.26,5.05
1/14/2019 6:00,3.06,12.87,3.25,5.05
1/14/2019 6:15,3.06,12.88,3.24,5.05
1/14/2019 6:30,3.06,12.87,3.23,5.05
1/14/2019 6:45,3.06,12.88,3.23,5.05
1/14/2019 7:00,3.06,12.88,3.22,5.05
1/14/2019 7:15,3.06,12.89,3.22,5.05
1/14/2019 7:30,3.05,12.88,3.21,5.05
1/14/2019 7:45,3.06,12.88,3.2,5.05
1/14/2019 8:00,3.05,12.88,3.19,5.05
1/14/2019 8:15,3.06,12.88,3.19,5.05
1/14/2019 8:30,3.07,12.87,3.19,5.06
1/14/2019 8:45,3.07,12.87,3.18,5.06
1/14/2019 9:00,3.07,12.86,3.18,5.06
1/14/2019 9:15,3.07,12.87,3.19,5.06
1/14/2019 9:30,3.07,12.87,3.18,5.06
1/14/2019 9:45,3.06,12.87,3.18,5.05
1/14/2019 10:00,3.06,12.87,3.18,5.05
1/14/2019 10:15,3.05,12.86,3.18,5.05
1/14/2019 10:30,3.06,12.87,3.17,5.05
1/14/2019 10:45,3.06,12.87,3.17,5.05
1/14/2019 11:00,3.07,12.87,3.17,5.05
1/14/2019 11:15,3.07,12.87,3.17,5.05
1/14/2019 11:30,3.08,12.88,3.18,5.05
1/14/2019 11:45,3.07,12.87,3.18,5.05
1/14/2019 12:00,3.08,12.87,3.18,5.04
1/14/2019 12:15,3.07,12.83,3.18,5.04
1/14/2019 12:30,3.07,12.85,3.18,5.04
1/14/2019 12:45,3.07,12.83,3.17,5.04
1/14/2019 13:00,3.07,12.84,3.18,5.03
1/14/2019 13:15,3.07,12.86,3.18,5.03
1/14/2019 13:30,3.08,12.87,3.18,5.03
1/14/2019 13:45,3.08,12.87,3.18,5.02
1/14/2019 14:00,3.07,12.88,3.18,5.03
1/14/2019 14:15,3.07,12.89,3.19,5.02
1/14/2019 14:30,3.08,12.89,3.18,5.03
1/14/2019 14:45,3.07,12.88,3.18,5.02
1/14/2019 15:00,3.07,12.89,3.18,5.02
1/14/2019 15:15,3.08,12.88,3.18,5.02
1/14/2019 15:30,3.07,12.88,3.17,5.02
1/14/2019 15:45,3.08,12.85,3.18,5.02
1/14/2019 16:00,3.09,12.87,3.17,5.02
1/14/2019 16:15,3.1,12.84,3.17,5.02
1/14/2019 16:30,3.1,12.85,3.18,5.02
1/14/2019 16:45,3.1,12.86,3.19,5.02
1/14/2019 17:00,3.1,12.89,3.18,5.02
1/14/2019 17:15,3.09,12.87,3.17,5.03
1/14/2019 17:30,3.09,12.87,3.17,5.03
1/14/2019 17:45,3.08,12.86,3.16,5.03
1/14/2019 18:00,3.06,12.84,3.16,5.03
1/14/2019 18:15,3.04,12.85,3.16,5.03
1/14/2019 18:30,3.03,12.85,3.16,5.03
1/14/2019 18:45,3.03,12.86,3.16,5.03
1/14/2019 19:00,3.02,12.87,3.16,5.03
1/14/2019 19:15,3.02,12.85,3.17,5.03
1/14/2019 19:30,3.03,12.88,3.17,5.03
1/14/2019 19:45,3.04,12.86,3.17,5.03
1/14/2019 20:00,3.05,12.89,3.18,5.04
1/14/2019 20:15,3.06,12.87,3.17,5.03
1/14/2019 20:30,3.06,12.9,3.17,5.03
1/14/2019 20:45,3.07,12.9,3.17,5.03
1/14/2019 21:00,3.07,12.9,3.18,5.03
1/14/2019 21:15,3.08,12.89,3.19,5.03
1/14/2019 21:30,3.08,12.89,3.18,5.03
1/14/2019 21:45,3.08,12.9,3.17,5.03
1/14/2019 22:00,3.08,12.89,3.17,5.03
1/14/2019 22:15,3.08,12.89,3.16,5.03
1/14/2019 22:30,3.08,12.89,3.15,5.02
1/14/2019 22:45,3.08,12.89,3.14,5.03
1/14/2019 23:00,3.08,12.9,3.14,5.03
1/14/2019 23:15,3.08,12.9,3.14,5.03
1/14/2019 23:30,3.08,12.9,3.14,5.03
1/14/2019 23:45,3.09,12.9,3.13,5.03
1/15/2019 0:00,3.12,12.9,3.14,5.03
1/15/2019 0:15,3.13,12.91,3.13,5.03
1/15/2019 0:30,3.13,12.9,3.14,5.03
1/15/2019 0:45,3.11,12.88,3.14,5.03
1/15/2019 1:00,3.1,12.88,3.15,5.03
1/15/2019 1:15,3.09,12.87,3.15,5.03
1/15/2019 1:30,3.08,12.88,3.16,5.03
1/15/2019 1:45,3.07,12.88,3.17,5.04
1/15/2019 2:00,3.07,12.88,3.17,5.04
1/15/2019 2:15,3.07,12.88,3.17,5.04
1/15/2019 2:30,3.07,12.89,3.17,5.04
1/15/2019 2:45,3.07,12.89,3.15,5.04
1/15/2019 3:00,3.08,12.89,3.17,5.04
1/15/2019 3:15,3.07,12.9,3.18,5.04
1/15/2019 3:30,3.07,12.88,3.19,5.04
1/15/2019 3:45,3.06,12.89,3.19,5.04
1/15/2019 4:00,3.06,12.88,3.19,5.04
1/15/2019 4:15,3.05,12.88,3.19,5.04
1/15/2019 4:30,3.05,12.89,3.19,5.03
1/15/2019 4:45,3.05,12.88,3.19,5.03
1/15/2019 5:00,3.04,12.88,3.18,5.03
1/15/2019 5:15,3.04,12.87,3.19,5.03
1/15/2019 5:30,3.04,12.87,3.19,5.03
1/15/2019 5:45,3.03,12.86,3.19,5.02
1/15/2019 6:00,3.01,12.87,3.19,5.02
1/15/2019 6:15,3,12.87,3.18,5.02
1/15/2019 6:30,2.98,12.87,3.17,5.02
1/15/2019 6:45,2.97,12.87,3.17,5.02
1/15/2019 7:00,2.96,12.87,3.16,5.02
1/15/2019 7:15,2.95,12.88,3.16,5.01
1/15/2019 7:30,2.93,12.89,3.17,5.02
1/15/2019 7:45,2.92,12.88,3.16,5.01
1/15/2019 8:00,2.92,12.88,3.17,5.01
1/15/2019 8:15,2.92,12.89,3.16,5.01
1/15/2019 8:30,2.91,12.88,3.17,5.01
1/15/2019 8:45,2.9,12.89,3.17,5.01
1/15/2019 9:00,2.89,12.9,3.17,5.01
1/15/2019 9:15,2.91,12.9,3.16,5.01
1/15/2019 9:30,2.93,12.9,3.15,5.01
1/15/2019 9:45,2.92,12.9,3.14,5.01
1/15/2019 10:00,2.9,12.9,3.14,5.01
1/15/2019 10:15,2.89,12.9,3.12,5.01
1/15/2019 10:30,2.89,12.89,3.12,5.01
1/15/2019 10:45,2.9,12.9,3.1,5.01
1/15/2019 11:00,2.92,12.9,3.09,5.01
1/15/2019 11:15,2.93,12.9,3.08,5.01
1/15/2019 11:30,2.96,12.89,3.08,5.01
1/15/2019 11:45,2.96,12.9,3.06,5.01
1/15/2019 12:00,2.96,12.89,3.06,5.01
1/15/2019 12:15,2.97,12.88,3.04,5.02
1/15/2019 12:30,2.97,12.89,3.06,5.01
1/15/2019 12:45,2.97,12.88,3.05,5.02
1/15/2019 13:00,2.97,12.89,3.04,5.02
1/15/2019 13:15,2.97,12.89,3.05,5.02
1/15/2019 13:30,2.96,12.89,3.02,5.02
1/15/2019 13:45,2.94,12.89,3.03,5.02
1/15/2019 14:00,2.95,12.89,3.02,5.02
1/15/2019 14:15,2.94,12.88,3.02,5.02
1/15/2019 14:30,2.93,12.88,3.02,5.02
1/15/2019 14:45,2.92,12.88,3.02,5.02
1/15/2019 15:00,2.92,12.88,3.02,5.02
1/15/2019 15:15,2.9,12.87,3.02,5.02
1/15/2019 15:30,2.9,12.86,3.04,5.02
1/15/2019 15:45,2.89,12.86,3.04,5.02
1/15/2019 16:00,2.89,12.87,3.04,5.02
1/15/2019 16:15,2.87,12.88,3.04,5.02
1/15/2019 16:30,2.86,12.88,3.03,5.01
1/15/2019 16:45,2.85,12.88,3.03,5.01
1/15/2019 17:00,2.84,12.88,3.03,5
1/15/2019 17:15,2.84,12.87,3.04,5
1/15/2019 17:30,2.83,12.89,3.03,4.99
1/15/2019 17:45,2.83,12.88,3.03,4.99
1/15/2019 18:00,2.83,12.88,3.03,4.98
1/15/2019 18:15,2.83,12.88,3.02,4.98
1/15/2019 18:30,2.83,12.88,3.03,4.98
1/15/2019 18:45,2.84,12.88,3.02,4.97
1/15/2019 19:00,2.85,12.88,3.02,4.97
1/15/2019 19:15,2.85,12.87,3.01,4.97
1/15/2019 19:30,2.85,12.87,3.01,4.96
1/15/2019 19:45,2.85,12.87,2.99,4.96
1/15/2019 20:00,2.86,12.87,2.99,4.95
1/15/2019 20:15,2.86,12.87,2.99,4.95
1/15/2019 20:30,2.86,12.88,2.98,4.95
1/15/2019 20:45,2.86,12.88,2.97,4.95
1/15/2019 21:00,2.86,12.88,2.96,4.95
1/15/2019 21:15,2.86,12.88,2.95,4.95
1/15/2019 21:30,2.85,12.87,2.95,4.94
1/15/2019 21:45,2.84,12.88,2.94,4.94
1/15/2019 22:00,2.83,12.88,2.95,4.94
1/15/2019 22:15,2.83,12.88,2.95,4.94
1/15/2019 22:30,2.82,12.88,2.95,4.95
1/15/2019 22:45,2.83,12.88,2.95,4.95
1/15/2019 23:00,2.83,12.88,2.94,4.95
1/15/2019 23:15,2.82,12.89,2.93,4.94
1/15/2019 23:30,2.81,12.88,2.93,4.95
1/15/2019 23:45,2.8,12.89,2.92,4.94
1/16/2019 0:00,2.78,12.88,2.94,4.95
1/16/2019 0:15,2.77,12.88,2.94,4.94
1/16/2019 0:30,2.81,12.89,2.94,4.94
1/16/2019 0:45,2.84,12.88,2.94,4.94
1/16/2019 1:00,2.82,12.89,2.94,4.94
1/16/2019 1:15,2.81,12.88,2.94,4.94
1/16/2019 1:30,2.79,12.88,2.94,4.94
1/16/2019 1:45,2.78,12.88,2.93,4.94
1/16/2019 2:00,2.77,12.88,2.93,4.94
1/16/2019 2:15,2.76,12.88,2.93,4.93
1/16/2019 2:30,2.74,12.88,2.94,4.93
1/16/2019 2:45,2.73,12.89,2.94,4.93
1/16/2019 3:00,2.73,12.89,2.94,4.92
1/16/2019 3:15,2.72,12.88,2.93,4.92
1/16/2019 3:30,2.71,12.87,2.92,4.92
1/16/2019 3:45,2.7,12.87,2.92,4.92
1/16/2019 4:00,2.7,12.87,2.92,4.91
1/16/2019 4:15,2.71,12.88,2.92,4.91
1/16/2019 4:30,2.7,12.87,2.91,4.91
1/16/2019 4:45,2.7,12.87,2.91,4.9
1/16/2019 5:00,2.7,12.87,2.91,4.9
1/16/2019 5:15,2.69,12.89,2.9,4.9
1/16/2019 5:30,2.69,12.88,2.9,4.89
1/16/2019 5:45,2.68,12.88,2.9,4.89
1/16/2019 6:00,2.68,12.87,2.89,4.88
1/16/2019 6:15,2.68,12.87,2.88,4.88
1/16/2019 6:30,2.68,12.87,2.88,4.87
1/16/2019 6:45,2.67,12.88,2.87,4.87
1/16/2019 7:00,2.66,12.87,2.87,4.87
1/16/2019 7:15,2.65,12.87,2.86,4.86
1/16/2019 7:30,2.64,12.86,2.86,4.86
1/16/2019 7:45,2.64,12.87,2.84,4.86
1/16/2019 8:00,2.63,12.87,2.84,4.85
1/16/2019 8:15,2.63,12.87,2.83,4.85
1/16/2019 8:30,2.64,12.87,2.83,4.85
1/16/2019 8:45,2.63,12.86,2.83,4.84
1/16/2019 9:00,2.63,12.87,2.82,4.84
1/16/2019 9:15,2.63,12.86,2.82,4.84
1/16/2019 9:30,2.63,12.87,2.81,4.83
1/16/2019 9:45,2.63,12.86,2.82,4.83
1/16/2019 10:00,2.63,12.87,2.81,4.83
1/16/2019 10:15,2.63,12.86,2.8,4.83
1/16/2019 10:30,2.63,12.86,2.79,4.82
1/16/2019 10:45,2.63,12.86,2.78,4.82
1/16/2019 11:00,2.63,12.86,2.78,4.82
1/16/2019 11:15,2.63,12.86,2.78,4.82
1/16/2019 11:30,2.62,12.85,2.77,4.82
1/16/2019 11:45,2.62,12.86,2.77,4.82
1/16/2019 12:00,2.63,12.86,2.77,4.82
1/16/2019 12:15,2.62,12.85,2.76,4.82
1/16/2019 12:30,2.61,12.86,2.76,4.82
1/16/2019 12:45,2.63,12.84,2.76,4.81
1/16/2019 13:00,2.65,12.85,2.75,4.81
1/16/2019 13:15,2.66,12.84,2.76,4.81
1/16/2019 13:30,2.68,12.84,2.75,4.81
1/16/2019 13:45,2.67,12.84,2.76,4.81
1/16/2019 14:00,2.67,12.84,2.75,4.81
1/16/2019 14:15,2.67,12.84,2.75,4.8
1/16/2019 14:30,2.66,12.85,2.73,4.81
1/16/2019 14:45,2.65,12.85,2.74,4.8
1/16/2019 15:00,2.67,12.83,2.72,4.8
1/16/2019 15:15,2.67,12.83,2.72,4.8
1/16/2019 15:30,2.67,12.83,2.73,4.8
1/16/2019 15:45,2.67,12.83,2.72,4.79
1/16/2019 16:00,2.65,12.84,2.72,4.79
1/16/2019 16:15,2.66,12.84,2.72,4.79
1/16/2019 16:30,2.65,12.85,2.73,4.79
1/16/2019 16:45,2.66,12.84,2.72,4.78
1/16/2019 17:00,2.67,12.85,2.72,4.78
1/16/2019 17:15,2.67,12.84,2.72,4.78
1/16/2019 17:30,2.66,12.84,2.7,4.78
1/16/2019 17:45,2.66,12.84,2.72,4.78
1/16/2019 18:00,2.67,12.83,2.72,4.77
1/16/2019 18:15,2.66,12.83,2.73,4.77
1/16/2019 18:30,2.67,12.84,2.73,4.76
1/16/2019 18:45,2.66,12.84,2.73,4.76
1/16/2019 19:00,2.66,12.84,2.74,4.75
1/16/2019 19:15,2.66,12.84,2.74,4.75
1/16/2019 19:30,2.66,12.84,2.74,4.74
1/16/2019 19:45,2.65,12.84,2.73,4.74
1/16/2019 20:00,2.66,12.85,2.74,4.74
1/16/2019 20:15,2.66,12.85,2.73,4.73
1/16/2019 20:30,2.66,12.86,2.74,4.73
1/16/2019 20:45,2.66,12.85,2.73,4.73
1/16/2019 21:00,2.65,12.86,2.74,4.73
1/16/2019 21:15,2.65,12.86,2.73,4.72
1/16/2019 21:30,2.65,12.85,2.73,4.72
1/16/2019 21:45,2.65,12.85,2.74,4.72
1/16/2019 22:00,2.64,12.85,2.73,4.71
1/16/2019 22:15,2.64,12.85,2.74,4.71
1/16/2019 22:30,2.65,12.85,2.74,4.71
1/16/2019 22:45,2.66,12.85,2.74,4.71
1/16/2019 23:00,2.66,12.86,2.73,4.7
1/16/2019 23:15,2.65,12.86,2.74,4.7
1/16/2019 23:30,2.65,12.86,2.74,4.7
1/16/2019 23:45,2.64,12.86,2.74,4.7
1/17/2019 0:00,2.65,12.86,2.74,4.7
1/17/2019 0:15,2.69,12.86,2.74,4.7
1/17/2019 0:30,2.7,12.85,2.73,4.7
1/17/2019 0:45,2.71,12.86,2.73,4.7
1/17/2019 1:00,2.7,12.86,2.73,4.7
1/17/2019 1:15,2.69,12.86,2.73,4.7
1/17/2019 1:30,2.69,12.85,2.72,4.7
1/17/2019 1:45,2.68,12.85,2.73,4.7
1/17/2019 2:00,2.66,12.84,2.73,4.7
1/17/2019 2:15,2.64,12.84,2.72,4.7
1/17/2019 2:30,2.63,12.85,2.72,4.7
1/17/2019 2:45,2.61,12.86,2.72,4.7
1/17/2019 3:00,2.6,12.86,2.72,4.7
1/17/2019 3:15,2.61,12.86,2.72,4.71
1/17/2019 3:30,2.61,12.84,2.72,4.71
1/17/2019 3:45,2.61,12.84,2.72,4.71
1/17/2019 4:00,2.63,12.83,2.72,4.71
1/17/2019 4:15,2.65,12.84,2.72,4.71
1/17/2019 4:30,2.67,12.84,2.73,4.71
1/17/2019 4:45,2.7,12.85,2.72,4.71
1/17/2019 5:00,2.73,12.85,2.73,4.71
1/17/2019 5:15,2.77,12.85,2.73,4.7
1/17/2019 5:30,2.8,12.86,2.74,4.7
1/17/2019 5:45,2.83,12.86,2.74,4.7
1/17/2019 6:00,2.87,12.85,2.75,4.7
1/17/2019 6:15,2.91,12.85,2.74,4.69
1/17/2019 6:30,2.95,12.84,2.74,4.69
1/17/2019 6:45,2.97,12.84,2.74,4.68
1/17/2019 7:00,2.98,12.85,2.73,4.68
1/17/2019 7:15,2.99,12.85,2.72,4.68
1/17/2019 7:30,2.99,12.85,2.72,4.68
1/17/2019 7:45,3.01,12.86,2.71,4.67
1/17/2019 8:00,3.03,12.85,2.71,4.67
1/17/2019 8:15,3.03,12.85,2.71,4.67
1/17/2019 8:30,3.04,12.84,2.71,4.67
1/17/2019 8:45,3.05,12.84,2.71,4.67
1/17/2019 9:00,3.05,12.84,2.72,4.67
1/17/2019 9:15,3.05,12.84,2.74,4.67
1/17/2019 9:30,3.06,12.84,2.76,4.66
1/17/2019 9:45,3.06,12.84,2.76,4.66
1/17/2019 10:00,3.06,12.83,2.77,4.66
1/17/2019 10:15,3.07,12.83,2.8,4.65
1/17/2019 10:30,3.07,12.83,2.83,4.65
1/17/2019 10:45,3.07,12.83,2.85,4.65
1/17/2019 11:00,3.09,12.83,2.85,4.65
1/17/2019 11:15,3.1,12.83,2.91,4.65
1/17/2019 11:30,3.11,12.83,2.94,4.65
1/17/2019 11:45,3.11,12.82,2.96,4.65
1/17/2019 12:00,3.11,12.83,3,4.65
1/17/2019 12:15,3.11,12.83,3,4.65
1/17/2019 12:30,3.1,12.84,3.01,4.65
1/17/2019 12:45,3.12,12.83,3.01,4.66
1/17/2019 13:00,3.12,12.84,3.05,4.66
1/17/2019 13:15,3.12,12.83,3.07,4.66
1/17/2019 13:30,3.12,12.83,3.08,4.67
1/17/2019 13:45,3.12,12.82,3.09,4.67
1/17/2019 14:00,3.12,12.84,3.09,4.67
1/17/2019 14:15,3.12,12.83,3.11,4.67
1/17/2019 14:30,3.12,12.82,3.09,4.67
1/17/2019 14:45,3.12,12.83,3.09,4.67
1/17/2019 15:00,3.13,12.83,3.13,4.68
1/17/2019 15:15,3.13,12.84,3.13,4.68
1/17/2019 15:30,3.12,12.84,3.13,4.68
1/17/2019 15:45,3.12,12.81,3.14,4.68
1/17/2019 16:00,3.12,12.83,3.15,4.69
1/17/2019 16:15,3.12,12.79,3.16,4.69
1/17/2019 16:30,3.12,12.8,3.17,4.69
1/17/2019 16:45,3.13,12.82,3.19,4.7
1/17/2019 17:00,3.13,12.79,3.19,4.7
1/17/2019 17:15,3.13,12.81,3.2,4.71
1/17/2019 17:30,3.13,12.8,3.19,4.72
1/17/2019 17:45,3.13,12.83,3.18,4.73
1/17/2019 18:00,3.13,12.82,3.18,4.73
1/17/2019 18:15,3.14,12.83,3.21,4.74
1/17/2019 18:30,3.14,12.81,3.21,4.76
1/17/2019 18:45,3.13,12.82,3.21,4.78
1/17/2019 19:00,3.13,12.81,3.21,4.8
1/17/2019 19:15,3.13,12.8,3.2,4.82
1/17/2019 19:30,3.13,12.8,3.19,4.84
1/17/2019 19:45,3.13,12.81,3.2,4.87
1/17/2019 20:00,3.13,12.81,3.23,4.9
1/17/2019 20:15,3.13,12.8,3.21,4.92
1/17/2019 20:30,3.13,12.81,3.2,4.94
1/17/2019 20:45,3.13,12.81,3.2,4.95
1/17/2019 21:00,3.13,12.83,3.21,4.96
1/17/2019 21:15,3.14,12.83,3.22,4.98
1/17/2019 21:30,3.13,12.82,3.25,4.99
1/17/2019 21:45,3.13,12.81,3.25,5
1/17/2019 22:00,3.14,12.81,3.24,5
1/17/2019 22:15,3.14,12.83,3.23,5.01
1/17/2019 22:30,3.14,12.84,3.24,5.02
1/17/2019 22:45,3.14,12.85,3.25,5.02
1/17/2019 23:00,3.13,12.86,3.24,5.03
1/17/2019 23:15,3.13,12.85,3.23,5.04
1/17/2019 23:30,3.12,12.84,3.23,5.04
1/17/2019 23:45,3.13,12.84,3.23,5.04
1/18/2019 0:00,3.17,12.84,3.23,5.05
1/18/2019 0:15,3.2,12.83,3.22,5.06
1/18/2019 0:30,3.18,12.83,3.23,5.06
1/18/2019 0:45,3.15,12.83,3.23,5.07
1/18/2019 1:00,3.14,12.83,3.23,5.06
1/18/2019 1:15,3.12,12.84,3.25,5.07
1/18/2019 1:30,3.12,12.84,3.25,5.07
1/18/2019 1:45,3.11,12.85,3.24,5.07
1/18/2019 2:00,3.1,12.85,3.22,5.07
1/18/2019 2:15,3.1,12.84,3.23,5.07
1/18/2019 2:30,3.09,12.83,3.22,5.08
1/18/2019 2:45,3.09,12.83,3.21,5.08
1/18/2019 3:00,3.1,12.84,3.22,5.08
1/18/2019 3:15,3.09,12.85,3.24,5.09
1/18/2019 3:30,3.09,12.84,3.26,5.09
1/18/2019 3:45,3.09,12.84,3.27,5.1
1/18/2019 4:00,3.1,12.85,3.26,5.1
1/18/2019 4:15,3.1,12.86,3.25,5.1
1/18/2019 4:30,3.11,12.85,3.26,5.1
1/18/2019 4:45,3.11,12.84,3.26,5.11
1/18/2019 5:00,3.12,12.84,3.26,5.1
1/18/2019 5:15,3.12,12.83,3.25,5.1
1/18/2019 5:30,3.12,12.83,3.25,5.1
1/18/2019 5:45,3.12,12.83,3.23,5.1
1/18/2019 6:00,3.12,12.83,3.23,5.1
1/18/2019 6:15,3.12,12.83,3.21,5.11
1/18/2019 6:30,3.12,12.82,3.22,5.11
1/18/2019 6:45,3.12,12.83,3.23,5.1
1/18/2019 7:00,3.11,12.83,3.24,5.1
1/18/2019 7:15,3.11,12.82,3.24,5.1
1/18/2019 7:30,3.11,12.82,3.24,5.1
1/18/2019 7:45,3.11,12.82,3.23,5.09
1/18/2019 8:00,3.11,12.82,3.24,5.1
1/18/2019 8:15,3.12,12.83,3.24,5.11
1/18/2019 8:30,3.12,12.83,3.23,5.1
1/18/2019 8:45,3.11,12.82,3.25,5.1
1/18/2019 9:00,3.11,12.82,3.24,5.1
1/18/2019 9:15,3.1,12.83,3.24,5.1
1/18/2019 9:30,3.1,12.83,3.25,5.1
1/18/2019 9:45,3.1,12.82,3.24,5.1
1/18/2019 10:00,3.11,12.81,3.22,5.1
1/18/2019 10:15,3.12,12.81,3.21,5.1
1/18/2019 10:30,3.12,12.81,3.23,5.11
1/18/2019 10:45,3.11,12.82,3.23,5.11
1/18/2019 11:00,3.12,12.83,3.25,5.11
1/18/2019 11:15,3.11,12.84,3.23,5.11
1/18/2019 11:30,3.13,12.83,3.23,5.12
1/18/2019 11:45,3.12,12.83,3.22,5.11
1/18/2019 12:00,3.12,12.82,3.23,5.11
1/18/2019 12:15,3.13,12.81,3.22,5.11
1/18/2019 12:30,3.13,12.82,3.24,5.12
1/18/2019 12:45,3.13,12.81,3.24,5.12
1/18/2019 13:00,3.13,12.8,3.23,5.12
1/18/2019 13:15,3.13,12.8,3.23,5.12
1/18/2019 13:30,3.13,12.81,3.21,5.12
1/18/2019 13:45,3.13,12.81,3.23,5.12
1/18/2019 14:00,3.14,12.82,3.24,5.12
1/18/2019 14:15,3.13,12.82,3.24,5.12
1/18/2019 14:30,3.13,12.82,3.23,5.12
1/18/2019 14:45,3.13,12.83,3.24,5.12
1/18/2019 15:00,3.14,12.83,3.22,5.12
1/18/2019 15:15,3.14,12.82,3.2,5.12
1/18/2019 15:30,3.13,12.81,3.19,5.12
1/18/2019 15:45,3.13,12.82,3.2,5.14
1/18/2019 16:00,3.13,12.82,3.2,5.14
1/18/2019 16:15,3.14,12.8,3.21,5.15
1/18/2019 16:30,3.15,12.82,3.22,5.15
1/18/2019 16:45,3.15,12.82,3.23,5.15
1/18/2019 17:00,3.15,12.83,3.26,5.14
1/18/2019 17:15,3.15,12.82,3.26,5.15
1/18/2019 17:30,3.14,12.82,3.26,5.15
1/18/2019 17:45,3.15,12.81,3.26,5.14
1/18/2019 18:00,3.15,12.81,3.25,5.15
1/18/2019 18:15,3.15,12.81,3.25,5.14
1/18/2019 18:30,3.16,12.82,3.25,5.15
1/18/2019 18:45,3.15,12.82,3.26,5.15
1/18/2019 19:00,3.14,12.82,3.27,5.15
1/18/2019 19:15,3.14,12.82,3.26,5.14
1/18/2019 19:30,3.14,12.82,3.27,5.14
1/18/2019 19:45,3.13,12.82,3.27,5.14
1/18/2019 20:00,3.14,12.82,3.27,5.14
1/18/2019 20:15,3.13,12.82,3.26,5.14
1/18/2019 20:30,3.13,12.82,3.25,5.14
1/18/2019 20:45,3.13,12.81,3.25,5.14
1/18/2019 21:00,3.13,12.82,3.25,5.14
1/18/2019 21:15,3.13,12.82,3.26,5.15
1/18/2019 21:30,3.13,12.82,3.26,5.14
1/18/2019 21:45,3.12,12.82,3.27,5.14
1/18/2019 22:00,3.11,12.82,3.25,5.14
1/18/2019 22:15,3.11,12.83,3.24,5.14
1/18/2019 22:30,3.1,12.83,3.25,5.15
1/18/2019 22:45,3.1,12.83,3.25,5.14
1/18/2019 23:00,3.09,12.82,3.26,5.14
1/18/2019 23:15,3.09,12.82,3.27,5.14
1/18/2019 23:30,3.09,12.82,3.28,5.14
1/18/2019 23:45,3.09,12.82,3.26,5.14
1/19/2019 0:00,3.13,12.83,3.26,5.14
1/19/2019 0:15,3.15,12.83,3.24,5.14
1/19/2019 0:30,3.14,12.83,3.24,5.15
1/19/2019 0:45,3.12,12.83,3.23,5.15
1/19/2019 1:00,3.1,12.83,3.24,5.15
1/19/2019 1:15,3.1,12.83,3.25,5.16
1/19/2019 1:30,3.09,12.83,3.24,5.16
1/19/2019 1:45,3.09,12.84,3.26,5.16
1/19/2019 2:00,3.1,12.84,3.25,5.16
1/19/2019 2:15,3.1,12.85,3.23,5.16
1/19/2019 2:30,3.09,12.85,3.23,5.16
1/19/2019 2:45,3.1,12.86,3.24,5.16
1/19/2019 3:00,3.1,12.84,3.23,5.16
1/19/2019 3:15,3.1,12.83,3.24,5.16
1/19/2019 3:30,3.1,12.83,3.26,5.17
1/19/2019 3:45,3.1,12.83,3.24,5.17
1/19/2019 4:00,3.09,12.84,3.26,5.17
1/19/2019 4:15,3.08,12.84,3.26,5.16
1/19/2019 4:30,3.08,12.84,3.24,5.16
1/19/2019 4:45,3.08,12.84,3.23,5.17
1/19/2019 5:00,3.08,12.84,3.22,5.16
1/19/2019 5:15,3.08,12.84,3.22,5.16
1/19/2019 5:30,3.09,12.84,3.23,5.16
1/19/2019 5:45,3.09,12.83,3.23,5.16
1/19/2019 6:00,3.08,12.83,3.23,5.16
1/19/2019 6:15,3.09,12.83,3.23,5.16
1/19/2019 6:30,3.1,12.83,3.24,5.16
1/19/2019 6:45,3.11,12.82,3.22,5.16
1/19/2019 7:00,3.12,12.82,3.22,5.15
1/19/2019 7:15,3.12,12.82,3.23,5.15
1/19/2019 7:30,3.12,12.83,3.23,5.15
1/19/2019 7:45,3.12,12.83,3.24,5.14
1/19/2019 8:00,3.13,12.83,3.24,5.14
1/19/2019 8:15,3.14,12.83,3.24,5.14
1/19/2019 8:30,3.14,12.83,3.24,5.14
1/19/2019 8:45,3.14,12.83,3.24,5.14
1/19/2019 9:00,3.13,12.85,3.24,5.14
1/19/2019 9:15,3.12,12.84,3.23,5.14
1/19/2019 9:30,3.11,12.85,3.22,5.14
1/19/2019 9:45,3.11,12.82,3.22,5.14
1/19/2019 10:00,3.11,12.83,3.22,5.14
1/19/2019 10:15,3.11,12.85,3.21,5.15
1/19/2019 10:30,3.11,12.83,3.23,5.15
1/19/2019 10:45,3.11,12.81,3.24,5.15
